,prodh1h,elec1h,gram1h,planstop1h,prod1h,stop
2015-01-17 07:00:00,0.0,0.6827500065167745,,1.0,,1.0
2015-01-17 08:00:00,0.0,0.6933333277702332,,1.0,,1.0
2015-01-17 09:00:00,0.0,0.68818332751592,,1.0,,1.0
2015-01-17 10:00:00,0.0,0.6761500040690104,,1.0,,1.0
2015-01-17 11:00:00,0.0,0.6846166650454203,,1.0,,1.0
2015-01-17 12:00:00,0.0,0.6896333495775858,,1.0,,1.0
2015-01-17 13:00:00,0.0,0.6683666606744131,,1.0,,1.0
2015-01-17 14:00:00,0.0,0.6790166596571604,,1.0,,1.0
2015-01-17 15:00:00,0.0,0.6885666648546854,,1.0,,1.0
2015-01-17 16:00:00,0.0,0.6826000114281973,,1.0,,1.0
2015-01-17 17:00:00,0.0,0.6978666583697001,,1.0,,1.0
2015-01-17 18:00:00,0.0,0.7077333331108093,,1.0,,1.0
2015-01-17 19:00:00,0.0,0.7032000124454498,,1.0,,1.0
2015-01-17 20:00:00,0.0,0.6912999947865804,,1.0,,1.0
2015-01-17 21:00:00,0.0,0.7110166748364767,,1.0,,1.0
2015-01-17 22:00:00,0.0,0.7009999950726827,,1.0,,1.0
2015-01-17 23:00:00,0.0,0.7316166659196218,,1.0,,1.0
2015-01-18 00:00:00,0.0,1.2773666580518086,,1.0,,1.0
2015-01-18 01:00:00,0.0,0.7814999918142954,,1.0,,1.0
2015-01-18 02:00:00,0.0,0.7397499879201254,,1.0,,1.0
2015-01-18 03:00:00,0.0,0.7341166734695435,,1.0,,1.0
2015-01-18 04:00:00,0.0,0.7336999873320261,,1.0,,1.0
2015-01-18 05:00:00,0.0,0.7201666533946991,,1.0,,1.0
2015-01-18 06:00:00,0.0,0.7284500002861023,,1.0,,1.0
2015-01-18 07:00:00,0.0,0.7302833298842112,,1.0,,1.0
2015-01-18 08:00:00,0.0,0.7146666646003723,,1.0,,1.0
2015-01-18 09:00:00,0.0,0.5998499989509583,,1.0,,1.0
2015-01-18 10:00:00,0.0,0.729833334684372,,1.0,,1.0
2015-01-18 11:00:00,0.0,0.9599166611830393,,1.0,,1.0
2015-01-18 12:00:00,0.0,0.6408666769663492,,1.0,,1.0
2015-01-18 13:00:00,0.0,0.6500666737556458,,1.0,,1.0
2015-01-18 14:00:00,0.0,0.6400166749954224,,1.0,,1.0
2015-01-18 15:00:00,0.0,0.7210333247979482,,1.0,,1.0
2015-01-18 16:00:00,0.0,0.7375500003496805,,1.0,,1.0
2015-01-18 17:00:00,0.0,0.7381666700045267,,1.0,,1.0
2015-01-18 18:00:00,0.0,0.7429333329200745,,1.0,,1.0
2015-01-18 19:00:00,0.0,0.7364166676998138,,1.0,,1.0
2015-01-18 20:00:00,0.0,0.7196999986966451,,1.0,,1.0
2015-01-18 21:00:00,0.0,0.754066656033198,,1.0,,1.0
2015-01-18 22:00:00,0.0,0.6962499916553497,,1.0,,1.0
2015-01-18 23:00:00,0.0,0.8864833414554596,,1.0,,1.0
2015-01-19 00:00:00,0.0,1.1723833282788594,,1.0,,1.0
2015-01-19 01:00:00,0.0,0.659333328406016,,1.0,,1.0
2015-01-19 02:00:00,0.0,0.6193333268165588,,1.0,,1.0
2015-01-19 03:00:00,0.0,0.6047166585922241,,1.0,,1.0
2015-01-19 04:00:00,0.0,0.6102666656176249,,1.0,,1.0
2015-01-19 05:00:00,0.0,0.6150999963283539,,1.0,,1.0
2015-01-19 06:00:00,0.0,0.5960499942302704,,1.0,,1.0
2015-01-19 07:00:00,0.0,0.7225333452224731,,1.0,,1.0
2015-01-19 08:00:00,0.0,0.9329833288987478,,1.0,,1.0
2015-01-19 09:00:00,0.0,0.9513000150521597,,1.0,,1.0
2015-01-19 10:00:00,0.0,1.2644833326339722,,1.0,,1.0
2015-01-19 11:00:00,0.0,1.0996166467666626,,1.0,,1.0
2015-01-19 12:00:00,0.0,1.0853000084559123,,1.0,,1.0
2015-01-19 13:00:00,0.0,1.0579166611035664,,1.0,,1.0
2015-01-19 14:00:00,0.0,1.0999666651089985,,1.0,,1.0
2015-01-19 15:00:00,0.0,1.1445499857266743,,1.0,,1.0
2015-01-19 16:00:00,0.0,1.1904333233833313,,1.0,,1.0
2015-01-19 17:00:00,0.0,1.584416667620341,,1.0,,1.0
2015-01-19 18:00:00,0.0,1.384250024954478,,1.0,,1.0
2015-01-19 19:00:00,0.0,1.5484333435694377,,1.0,,1.0
2015-01-19 20:00:00,0.0,1.693583349386851,,1.0,,1.0
2015-01-19 21:00:00,0.0,1.2200166781743367,,1.0,,1.0
2015-01-19 22:00:00,0.0,1.2150833010673523,,2.0,,0.0
2015-01-19 23:00:00,0.0,1.3304333289464314,,2.0,,0.0
2015-01-20 00:00:00,0.0,1.5142666697502136,,2.0,,0.0
2015-01-20 01:00:00,0.0,1.6338666478792827,,2.0,,0.0
2015-01-20 02:00:00,0.0,2.3898500204086304,,2.0,,0.0
2015-01-20 03:00:00,0.0,2.408583323160807,,2.0,,0.0
2015-01-20 04:00:00,0.0,3.149116635322571,,2.0,,0.0
2015-01-20 05:00:00,0.0,4.7273499965667725,,2.0,,0.0
2015-01-20 06:00:00,0.0,4.65720001856486,,2.0,,0.0
2015-01-20 07:00:00,0.0,5.4484333992004395,,2.0,,0.0
2015-01-20 08:00:00,0.0,9.06850004196167,,3.0,,0.0
2015-01-20 09:00:00,0.0,12.372316678365072,,3.0,,0.0
2015-01-20 10:00:00,0.0,9.248450120290121,,3.0,,0.0
2015-01-20 11:00:00,0.0,13.06629991531372,,3.0,,0.0
2015-01-20 12:00:00,2.0829000473022456,14.3397167523702,,1.0,,1.0
2015-01-20 13:00:00,,14.046799977620443,,1.0,,1.0
2015-01-20 14:00:00,32.336299896240234,14.174866517384848,,1.0,,1.0
2015-01-20 15:00:00,26.52569961547852,14.063666661580404,,1.0,,1.0
2015-01-20 16:00:00,32.366500854492195,13.96553341547648,,1.0,,1.0
2015-01-20 17:00:00,25.29360008239746,14.031999905904135,,1.0,,1.0
2015-01-20 18:00:00,32.369400024414055,13.845583438873291,,1.0,,1.0
2015-01-20 19:00:00,32.394500732421875,13.98390007019043,,1.0,,1.0
2015-01-20 20:00:00,32.385299682617195,13.786616643269857,,1.0,,1.0
2015-01-20 21:00:00,32.361801147460945,13.889416853586832,,1.0,,1.0
2015-01-20 22:00:00,32.380401611328125,13.819083372751871,,1.0,,1.0
2015-01-20 23:00:00,32.37799835205078,13.957233428955078,,1.0,,1.0
2015-01-21 00:00:00,27.31209945678711,13.946416854858398,,1.0,,1.0
2015-01-21 01:00:00,32.40489959716797,14.042566776275635,,1.0,,1.0
2015-01-21 02:00:00,32.374099731445305,13.998683293660482,,1.0,,1.0
2015-01-21 03:00:00,32.37400054931641,13.916550000508627,,1.0,,1.0
2015-01-21 04:00:00,32.35150146484375,13.880250136057535,,1.0,,1.0
2015-01-21 05:00:00,32.39080047607422,13.81720002492269,,1.0,,1.0
2015-01-21 06:00:00,32.37369918823242,13.854849815368652,,1.0,,1.0
